id,card_class,rarity,name_es,name_en,image,gold_coins,red_coins,life_cost,displayed_text_es,displayed_text_en,target,effect1,effect2,effect3,condition1,condition2,condition3,value1,value2,value3,turn_duration1,turn_duration2,turn_duration3,chance1,chance2,chance3,ethereal,content_version_id
76,no_class,common,,Lesser Ward,res://assets/sprites/card-images/lesser-ward.png,1,0,0,Otorga 1 carga de Escudo Mágico a una Invocación aliada durante 1 turno.,,player_invo,buff_magic_shield,,,,,,1,,,1,,,100,,,FALSE,cb686dec-6fe2-46c7-b8c2-4a3eaaac67d8
77,no_class,common,,Fleeting Frost,res://assets/sprites/card-images/fleeting-frost.png,1,0,0,Reduce en 2 la Velocidad de una Invocación enemiga. Además tiene 30% de probabilidad de congelarla durante 1 turno.,,opponent_invo,buff_speed,nerf_frozen,,,,,-2,0,,0,1,,100,30,,FALSE,cb686dec-6fe2-46c7-b8c2-4a3eaaac67d8
78,no_class,common,,Fleeting Stun,res://assets/sprites/card-images/fleeting-stun.png,1,0,0,Hace 1 de daño a una Invocación enemiga. Además tiene 30% de probabilidad de aturdirla durante 1 turno.,,opponent_invo,deal_damage,nerf_stun,,,,,1,0,,0,1,,100,30,,FALSE,cb686dec-6fe2-46c7-b8c2-4a3eaaac67d8
79,no_class,common,,Fleeting Silence,res://assets/sprites/card-images/fleeting-silence.png,1,0,0,Reduce en 2 el Ataque de una Invocación enemiga. Además tiene 30% de probabilidad de silenciarla durante 1 turno.,,opponent_invo,buff_attack,nerf_silence,,,,,-2,0,,0,1,,100,30,,FALSE,cb686dec-6fe2-46c7-b8c2-4a3eaaac67d8
80,no_class,common,,Minor Barrier,res://assets/sprites/card-images/minor-barrier.png,1,0,0,El jugador gana 1 carga permanente de Escudo Mágico.,,,player_gains_magic_shield,,,,,,1,,,,,,100,,,FALSE,cb686dec-6fe2-46c7-b8c2-4a3eaaac67d8
81,no_class,common,,Tempered Ward,res://assets/sprites/card-images/tempered-ward.png,2,0,0,Otorga +1 de Ataque y 1 carga de Escudo Mágico a una Invocación aliada durante 1 turno.,,player_invo,buff_attack,buff_magic_shield,,,,,1,1,,0,1,,100,100,,FALSE,cb686dec-6fe2-46c7-b8c2-4a3eaaac67d8
82,no_class,rare,,Swift Ward,res://assets/sprites/card-images/swift-ward.png,2,0,0,Otorga +2 de Velocidad y 1 carga de Escudo Mágico a una Invocación aliada durante 2 turnos.,,player_invo,buff_speed,buff_magic_shield,,,,,2,1,,0,2,,100,100,,FALSE,cb686dec-6fe2-46c7-b8c2-4a3eaaac67d8
83,no_class,rare,,Shivering Mute,res://assets/sprites/card-images/shivering-mute.png,3,0,0,Reduce en 2 la Velocidad de una Invocación enemiga. Además tiene 45% de probabilidad de congelarla durante 1 turno y 45% de probabilidad de silenciarla durante 1 turno.,,opponent_invo,buff_speed,nerf_frozen,nerf_silence,,,,-2,0,0,0,1,1,100,45,45,FALSE,cb686dec-6fe2-46c7-b8c2-4a3eaaac67d8
84,no_class,rare,,Guarded Insight,res://assets/sprites/card-images/guarded-insight.png,3,0,0,El jugador gana 2 cargas de Escudo Mágico durante 2 turnos y roba 1 carta.,,,player_gains_magic_shield,player_draw_card,,,,,2,1,,2,0,,100,100,,FALSE,cb686dec-6fe2-46c7-b8c2-4a3eaaac67d8
85,no_class,rare,,Stunning Strike,res://assets/sprites/card-images/stunning-strike.png,3,0,0,Aturde una Invocación enemiga durante 1 turno y le hace 2 de daño.,,opponent_invo,nerf_stun,deal_damage,,,,,0,2,,1,0,,100,100,,FALSE,cb686dec-6fe2-46c7-b8c2-4a3eaaac67d8
86,no_class,epic,,Balanced Aegis,res://assets/sprites/card-images/balanced-aegis.png,4,0,0,"Otorga +2 de Ataque, +2 de Velocidad y 2 cargas de Escudo Mágico a una Invocación aliada durante 2 turnos.",,player_invo,buff_attack,buff_speed,buff_magic_shield,,,,2,2,2,0,0,2,100,100,100,FALSE,cb686dec-6fe2-46c7-b8c2-4a3eaaac67d8
87,no_class,epic,,Fractured Winter,res://assets/sprites/card-images/fractured-winter.png,5,0,0,"Congela una Invocación enemiga durante 2 turnos, tiene 80% de probabilidad de aturdirla durante 1 turno y además le hace 4 de daño.",,opponent_invo,nerf_frozen,nerf_stun,deal_damage,,,,0,0,4,2,1,0,100,80,100,FALSE,cb686dec-6fe2-46c7-b8c2-4a3eaaac67d8
88,no_class,epic,,Grand Barrier,res://assets/sprites/card-images/grand-barrier.png,4,0,0,El jugador gana 3 cargas permanentes de Escudo Mágico y roba 2 cartas.,,,player_gains_magic_shield,player_draw_card,,,,,3,2,,,,,100,100,,TRUE,cb686dec-6fe2-46c7-b8c2-4a3eaaac67d8
89,no_class,epic,,Total Suppression,res://assets/sprites/card-images/total-suppression.png,6,0,0,"Silencia y congela una Invocación enemiga durante 2 turnos, y además tiene 60% de probabilidad de aturdirla durante 1 turno.",,opponent_invo,nerf_silence,nerf_frozen,nerf_stun,,,,0,0,0,2,2,1,100,100,60,FALSE,cb686dec-6fe2-46c7-b8c2-4a3eaaac67d8
90,,,,,,,,,,,,,,,,,,,,,,,,,,,,
91,,,,,,,,,,,,,,,,,,,,,,,,,,,,
92,,,,,,,,,,,,,,,,,,,,,,,,,,,,
93,,,,,,,,,,,,,,,,,,,,,,,,,,,,
94,,,,,,,,,,,,,,,,,,,,,,,,,,,,
95,,,,,,,,,,,,,,,,,,,,,,,,,,,,
96,,,,,,,,,,,,,,,,,,,,,,,,,,,,
97,,,,,,,,,,,,,,,,,,,,,,,,,,,,
98,,,,,,,,,,,,,,,,,,,,,,,,,,,,
99,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100,,,,,,,,,,,,,,,,,,,,,,,,,,,,
101,titan,common,Judgment of the Shadows +1,Judgment of the Shadows +1,res://assets/sprites/card-images/judgment-of-the-shadows.png,2,0,0,Hace 5 daños a una Invocacion enemiga,,opponent_invo,deal_damage,,,,,,5,,,0,,,100,,,FALSE,cb686dec-6fe2-46c7-b8c2-4a3eaaac67d8
102,titan,common,Blessing of Vitality +1,Blessing of Vitality +1,res://assets/sprites/card-images/blessing-of-vitality.png,1,0,0,Da +3 Ataque +3 Salud a una Invocación aliada,,player_invo,buff_health,buff_attack,,,,,3,3,,0,0,,100,100,,FALSE,cb686dec-6fe2-46c7-b8c2-4a3eaaac67d8
103,arcane,common,Whispers of Knowledge +1,Whispers of Knowledge +1,res://assets/sprites/card-images/whispers-of-knowledge.png,2,0,0,Robás 4 cartas. Se EXILIA,,,player_draw_card,,,,,,4,,,0,,,100,,,TRUE,cb686dec-6fe2-46c7-b8c2-4a3eaaac67d8
104,arcane,common,Golden Harvest +1,Golden Harvest +1,res://assets/sprites/card-images/golden-harvest.png,1,0,0,Obtenés 6 monedas doradas,,,player_gain_gold_coins,,,,,,6,,,0,,,100,,,FALSE,cb686dec-6fe2-46c7-b8c2-4a3eaaac67d8
105,umbralist,common,Wave of Decay +1,Wave of Decay +1,res://assets/sprites/card-images/wave-of-decay.png,2,0,0,Hace 3 daños a todas las Invocaciones enemigas,,,deal_damage_all_opponent_invo,,,,,,3,,,0,,,100,,,FALSE,cb686dec-6fe2-46c7-b8c2-4a3eaaac67d8
106,umbralist,common,Curse of Frailty +1,Curse of Frailty +1,res://assets/sprites/card-images/curse-of-frailty.png,2,0,0,Da -3 Ataque a todas las Invocaciones enemigas,,,buff_attack_all_opponent_invo,,,,,,-3,,,0,,,100,,,FALSE,cb686dec-6fe2-46c7-b8c2-4a3eaaac67d8
107,no_class,common,Windrunner's Grace +1,Windrunner's Grace +1,res://assets/sprites/card-images/windrunners-grace.png,1,0,0,Da +2 Ataque +2 Velocidad y +2 Salud a una Invocación aliada,,player_invo,buff_health,buff_attack,buff_speed,,,,2,2,2,0,0,0,100,100,100,FALSE,cb686dec-6fe2-46c7-b8c2-4a3eaaac67d8
108,titan,common,Shadowstrike Insight +1,Shadowstrike Insight +1,res://assets/sprites/card-images/shadowstrike-insight.png,3,0,0,Hace 6 daños a una Invocación enemiga y Robás 2 cartas,,opponent_invo,deal_damage,player_draw_card,,,,,6,2,,0,0,,100,100,,FALSE,cb686dec-6fe2-46c7-b8c2-4a3eaaac67d8
109,titan,common,Colossus Pact +1,Colossus Pact +1,res://assets/sprites/card-images/colossus-pact.png,2,0,0,Da +3 Ataque +3 Velocidad a una Invocación aliada,,player_invo,buff_attack,buff_speed,,,,,3,3,,0,0,,100,100,,FALSE,cb686dec-6fe2-46c7-b8c2-4a3eaaac67d8
110,titan,rare,Charge of the Doomed +1,Charge of the Doomed +1,res://assets/sprites/card-images/charge-of-the-doomed.png,2,0,0,Da +3 de Ataque a todas las Invocaciones aliadas,,,buff_attack_all_player_invo,,,,,,3,,,0,,,100,,,FALSE,cb686dec-6fe2-46c7-b8c2-4a3eaaac67d8
111,arcane,common,Unyielding Will +1,Unyielding Will +1,res://assets/sprites/card-images/revelation-of-the-arcane.png,2,0,0,Robás 5 cartas. Se EXILIA,,,player_draw_card,,,,,,5,,,0,,,100,,,TRUE,cb686dec-6fe2-46c7-b8c2-4a3eaaac67d8
112,no_class,rare,Echo of Defeat +1,Echo of Defeat +1,res://assets/sprites/card-images/echo-of-defeat.png,4,0,0,Hace 8 daños a una Invocación enemiga y 2 daños a TODAS las demás,,opponent_invo,deal_damage,deal_damage_all_invo,,,,,6,2,,0,0,,100,100,,FALSE,cb686dec-6fe2-46c7-b8c2-4a3eaaac67d8
113,arcane,rare,Curse of Time +1,Curse of Time +1,res://assets/sprites/card-images/apocalypse-unbound.png,6,0,0,Destruye todas las Invocaciones,,,destroy_all_invo,,,,,,0,,,,,,100,,,FALSE,cb686dec-6fe2-46c7-b8c2-4a3eaaac67d8
114,umbralist,common,Spiral of Oblivion +1,Spiral of Oblivion +1,res://assets/sprites/card-images/seal-of-weakness.png,1,0,0,Da -6 Ataque a una Invocacion enemiga,,opponent_invo,buff_attack,,,,,,-6,,,0,,,100,,,FALSE,cb686dec-6fe2-46c7-b8c2-4a3eaaac67d8
115,no_class,rare,Eternal Illusion +1,Eternal Illusion +1,res://assets/sprites/card-images/secrets-of-the-oracle.png,2,0,0,Da -2 de Velocidad a todas las Invocaciones enemigas y Robás 2 cartas,,,buff_speed_all_opponent_invo,player_draw_card,,,,,-2,2,,0,0,,100,100,,FALSE,cb686dec-6fe2-46c7-b8c2-4a3eaaac67d8
116,no_class,common,Puppet Play +1,Puppet Play +1,res://assets/sprites/card-images/puppet-play.png,2,0,0,Da +3 de Velocidad a todas las Invocaciones aliadas,,,buff_speed_all_player_invo,,,,,,3,,,0,,,100,,,FALSE,cb686dec-6fe2-46c7-b8c2-4a3eaaac67d8
117,arcane,rare,Shadows of the Infinite +1,Shadows of the Infinite +1,res://assets/sprites/card-images/shadows-of-the-infinite.png,1,0,0,Da -3 de Velocidad a una Invocacion enemiga y Robás 2 cartas. Se EXILIA,,opponent_invo,buff_speed,player_draw_card,,,,,-3,2,,0,0,,100,100,,TRUE,cb686dec-6fe2-46c7-b8c2-4a3eaaac67d8
118,umbralist,common,Trap of Fate +1,Trap of Fate +1,res://assets/sprites/card-images/trap-of-fate.png,1,0,0,Da -8 de Velocidad a una invocación enemiga,,opponent_invo,buff_speed,,,,,,-8,,,0,,,100,,,FALSE,cb686dec-6fe2-46c7-b8c2-4a3eaaac67d8
119,umbralist,rare,Chant of the Buried +1,Chant of the Buried +1,res://assets/sprites/card-images/chant-of-the-buried.png,2,0,0,Da +2 Salud a una Invocación aliada y Obtenés 5 monedas doradas,,player_invo,buff_health,player_gain_gold_coins,,,,,2,5,,0,0,,100,100,,FALSE,cb686dec-6fe2-46c7-b8c2-4a3eaaac67d8
120,arcane,common,Mark of Oblivion +1,Mark of Oblivion +1,res://assets/sprites/card-images/inflict-terror.png,3,0,0,Destruye una Invocación enemiga,,opponent_invo,destroy,,,,,,0,,,,,,100,,,FALSE,cb686dec-6fe2-46c7-b8c2-4a3eaaac67d8
121,umbralist,rare,Final Warning +1,Final Warning +1,res://assets/sprites/card-images/final-warning.png,5,0,0,Hace 4 daños a todas las Invocaciones enemigas y Robás 1 carta,,,deal_damage_all_opponent_invo,player_draw_card,,,,,4,1,,0,0,,100,100,,FALSE,cb686dec-6fe2-46c7-b8c2-4a3eaaac67d8
122,no_class,epic,Mercenary’s Wisdom +1,Mercenary’s Wisdom +1,res://assets/sprites/card-images/mercenarys-wisdom.png,1,0,0,Robás 2 cartas y Obtenés 2 monedas doradas. Se EXILIA,,,player_draw_card,player_gain_gold_coins,,,,,2,2,,0,0,,100,100,,TRUE,cb686dec-6fe2-46c7-b8c2-4a3eaaac67d8
123,no_class,epic,Prosperity's Insight +1,Prosperity's Insight +1,res://assets/sprites/card-images/prosperitys-insight.png,2,0,0,Robás 2 cartas y Obtenés 3 monedas doradas. Se EXILIA,,,player_draw_card,player_gain_gold_coins,,,,,2,3,,0,0,,100,100,,TRUE,cb686dec-6fe2-46c7-b8c2-4a3eaaac67d8
124,no_class,epic,Fortune's Embrace +1,Fortune's Embrace +1,res://assets/sprites/card-images/fortunes-embrace.png,3,0,0,Robás 2 cartas y Obtenés 4 monedas doradas. Se EXILIA,,,player_draw_card,player_gain_gold_coins,,,,,2,4,,0,0,,100,100,,TRUE,cb686dec-6fe2-46c7-b8c2-4a3eaaac67d8
125,titan,rare,Mastodonic Force +1,Mastodonic Force +1,res://assets/sprites/card-images/mastodonic-force.png,2,0,0,Da +4 Ataque +3 Velocidad y +3 Salud a una Invocación aliada,,player_invo,buff_health,buff_attack,buff_speed,,,,3,4,3,0,0,0,100,100,100,FALSE,cb686dec-6fe2-46c7-b8c2-4a3eaaac67d8
126,titan,rare,Giant Growth +1,Giant Growth +1,res://assets/sprites/card-images/giant-growth.png,2,0,0,"Da +3 Ataque a una Invocación aliada, Robás 1 carta y Obtenés 1 moneda dorada. Se EXILIA.",,player_invo,player_gain_gold_coins,buff_attack,player_draw_card,,,,1,3,1,0,0,0,100,100,100,TRUE,cb686dec-6fe2-46c7-b8c2-4a3eaaac67d8
127,arcane,rare,Decoy +1,Decoy +1,res://assets/sprites/card-images/decoy.png,1,0,0,Da -3 de Velocidad y -3 de Ataque a una Invocacion enemiga,,,,,,,,,,,,,,,,,,FALSE,cb686dec-6fe2-46c7-b8c2-4a3eaaac67d8
128,umbralist,rare,Absorb Vitality +1,Absorb Vitality +1,res://assets/sprites/card-images/absorb-vitality.png,2,0,0,Da -5 Ataque a una Invocacion enemiga y Robás 2 cartas. Se EXILIA,,opponent_invo,buff_attack,player_draw_card,,,,,-5,2,,0,0,,100,100,,TRUE,cb686dec-6fe2-46c7-b8c2-4a3eaaac67d8
129,titan,epic,Rough Blow +1,Rough Blow +1,res://assets/sprites/card-images/rough-blow.png,2,0,0,Hace 11 daños a una Invocación enemiga,,opponent_invo,deal_damage,,,,,,11,,,0,,,100,,,FALSE,cb686dec-6fe2-46c7-b8c2-4a3eaaac67d8
130,arcane,rare,Mark of Oblivion +1,Mark of Oblivion +1,res://assets/sprites/card-images/mark-of-oblivion.png,3,0,0,Destruye una Invocación enemiga y Robás 1 carta. Se EXILIA,,opponent_invo,destroy,player_draw_card,,,,,,1,,,0,,,100,,TRUE,cb686dec-6fe2-46c7-b8c2-4a3eaaac67d8
131,umbralist,epic,Dammnation +1,Dammnation +1,res://assets/sprites/card-images/dammnation.png,5,0,0,Hace 7 daños a TODAS las Invocaciones,,,deal_damage_all_invo,,,,,,7,,,0,,,100,,,FALSE,cb686dec-6fe2-46c7-b8c2-4a3eaaac67d8
132,no_class,epic,Wrath Of God +1,Wrath Of God +1,res://assets/sprites/card-images/wrath-of-god.png,7,0,0,Destruye todas las Invocaciones y Robás 2 carta. Se EXILIA,,,destroy_all_invo,player_draw_card,,,,,2,0,,,0,,100,100,,TRUE,cb686dec-6fe2-46c7-b8c2-4a3eaaac67d8
133,titan,epic,Overrun +1,Overrun +1,res://assets/sprites/card-images/overrun.png,1,0,0,Da +3 de Ataque a todas las Invocaciones aliadas,,,buff_attack_all_player_invo,,,,,,3,,,0,,,100,,,FALSE,cb686dec-6fe2-46c7-b8c2-4a3eaaac67d8
134,arcane,epic,Sphynx Revelation +1,Sphynx Revelation +1,res://assets/sprites/card-images/rhystic-revelation.png,3,0,0,Da -1 de Velocidad y -1 de Ataque a todas las Invocaciones Enemigas. Robás 5 cartas. Se EXILIA,,,player_draw_card,buff_speed_all_opponent_invo,buff_attack_all_opponent_invo,,,,5,-1,-1,0,0,0,100,100,100,TRUE,cb686dec-6fe2-46c7-b8c2-4a3eaaac67d8
135,umbralist,epic,Ramping Season +1,Ramping Season +1,res://assets/sprites/card-images/ramping-season.png,1,0,0,Obtenés 8 monedas doradas. Se EXILIA,,,player_gain_gold_coins,,,,,,8,,,0,,,100,,,TRUE,cb686dec-6fe2-46c7-b8c2-4a3eaaac67d8
136,no_class,epic,Bake Demon +1,Bake Demon +1,res://assets/sprites/card-images/bake-demon.png,5,0,0,Destruye una Invocación enemiga y Obtenés 3 monedas doradas,,opponent_invo,destroy,player_gain_gold_coins,,,,,,3,,,0,,,100,,FALSE,cb686dec-6fe2-46c7-b8c2-4a3eaaac67d8
137,titan,common,,Aegis Spark,res://assets/sprites/card-images/aegis-spark.png,1,0,0,Otorga 1 carga de Escudo Mágico a una Invocación aliada.,,player_invo,buff_magic_shield,,,,,,1,,,,,,100,,,FALSE,cb686dec-6fe2-46c7-b8c2-4a3eaaac67d8
138,titan,common,,Aegis Infusion,res://assets/sprites/card-images/aegis-infusion.png,2,0,0,Otorga +2 de Ataque y 1 carga de Escudo Mágico a una Invocación aliada.,,player_invo,buff_attack,buff_magic_shield,,,,,2,1,,0,,,100,100,,FALSE,cb686dec-6fe2-46c7-b8c2-4a3eaaac67d8
139,titan,common,,Aegis Acceleration,res://assets/sprites/card-images/aegis-acceleration.png,2,0,0,Otorga +2 de Velocidad y 1 carga de Escudo Mágico a una Invocación aliada.,,player_invo,buff_speed,buff_magic_shield,,,,,2,1,,0,,,100,100,,FALSE,cb686dec-6fe2-46c7-b8c2-4a3eaaac67d8
140,titan,common,,Aegis Vitality,res://assets/sprites/card-images/aegis-vitality.png,2,0,0,Otorga +3 de Salud y 1 carga de Escudo Mágico a una Invocación aliada.,,player_invo,buff_health,buff_magic_shield,,,,,3,1,,0,,,100,100,,FALSE,cb686dec-6fe2-46c7-b8c2-4a3eaaac67d8
141,titan,common,,Ward of the Titan,res://assets/sprites/card-images/ward-of-the-titan.png,1,0,0,El jugador gana 1 carga de Escudo Mágico durante 2 turnos.,,,player_gains_magic_shield,,,,,,1,,,2,,,100,,,FALSE,cb686dec-6fe2-46c7-b8c2-4a3eaaac67d8
142,titan,rare,,Titanic Blessing,res://assets/sprites/card-images/titanic-blessing.png,3,0,0,Otorga +3 de Ataque y 2 cargas de Escudo Mágico a una Invocación aliada.,,player_invo,buff_attack,buff_magic_shield,,,,,3,2,,0,,,100,100,,FALSE,cb686dec-6fe2-46c7-b8c2-4a3eaaac67d8
143,titan,rare,,Fortified Reflex,res://assets/sprites/card-images/fortified-reflex.png,3,0,0,"Otorga +2 de Velocidad, +3 de Salud y 1 carga de Escudo Mágico a una Invocación aliada durante 2 turnos.",,player_invo,buff_speed,buff_health,buff_magic_shield,,,,2,3,1,0,0,2,100,100,100,FALSE,cb686dec-6fe2-46c7-b8c2-4a3eaaac67d8
144,titan,rare,,Enduring Barrier,res://assets/sprites/card-images/enduring-barrier.png,3,0,0,El jugador gana 2 cargas permanentes de Escudo Mágico y roba 1 carta.,,,player_gains_magic_shield,player_draw_card,,,,,2,1,,,,,100,100,,FALSE,cb686dec-6fe2-46c7-b8c2-4a3eaaac67d8
145,titan,rare,,Golden Bulwark,res://assets/sprites/card-images/golden-bulwark.png,4,0,0,"Otorga +4 de Ataque y 1 carga de Escudo Mágico a una Invocación aliada durante 3 turnos. Además, obtenés 1 moneda dorada.",,player_invo,buff_attack,buff_magic_shield,player_gain_gold_coins,,,,4,1,1,0,3,0,100,100,100,FALSE,cb686dec-6fe2-46c7-b8c2-4a3eaaac67d8
146,titan,epic,,Sanctuary of Giants,res://assets/sprites/card-images/sanctuary-of-giants.png,4,0,0,El jugador gana 3 cargas permanentes de Escudo Mágico y roba 2 cartas.,,,player_gains_magic_shield,player_draw_card,,,,,3,2,,,,,100,100,,TRUE,cb686dec-6fe2-46c7-b8c2-4a3eaaac67d8
147,titan,epic,,Colossus Aegis,res://assets/sprites/card-images/colossus-aegis.png,5,0,0,"Otorga +4 de Ataque, +4 de Salud y 2 cargas permanentes de Escudo Mágico a una Invocación aliada.",,player_invo,buff_attack,buff_health,buff_magic_shield,,,,4,4,2,0,0,,100,100,100,FALSE,cb686dec-6fe2-46c7-b8c2-4a3eaaac67d8
148,titan,epic,,Shielded Advance,res://assets/sprites/card-images/shielded-advance.png,4,0,0,Otorga +2 de Ataque a todas tus Invocaciones y el jugador gana 1 carga de Escudo Mágico durante 2 turnos.,,,buff_attack_all_player_invo,player_gains_magic_shield,,,,,2,1,,0,2,,100,100,,FALSE,cb686dec-6fe2-46c7-b8c2-4a3eaaac67d8
149,titan,epic,,Titanheart Surge,res://assets/sprites/card-images/titanheart-surge.png,5,0,0,"Otorga +4 de Velocidad, +3 de Ataque y 2 cargas de Escudo Mágico a una Invocación aliada durante 2 turnos.",,player_invo,buff_speed,buff_attack,buff_magic_shield,,,,4,3,2,0,0,2,100,100,100,FALSE,cb686dec-6fe2-46c7-b8c2-4a3eaaac67d8
150,arcane,common,,Mute Sigil,res://assets/sprites/card-images/mute-sigil.png,1,0,0,Silencia una Invocación enemiga durante 1 turno.,,opponent_invo,nerf_silence,,,,,,0,,,1,,,100,,,FALSE,cb686dec-6fe2-46c7-b8c2-4a3eaaac67d8
151,arcane,common,,Frost Insight,res://assets/sprites/card-images/frost-insight.png,2,0,0,Robás 1 carta y reducís en 2 la Velocidad de una Invocación enemiga. Además tiene 35% de probabilidad de congelarla durante 1 turno.,,opponent_invo,player_draw_card,buff_speed,nerf_frozen,,,,1,-2,0,0,0,1,100,100,35,TRUE,cb686dec-6fe2-46c7-b8c2-4a3eaaac67d8
152,arcane,common,,Arcane Concussion,res://assets/sprites/card-images/arcane-concussion.png,2,0,0,Hace 2 de daño a una Invocación enemiga. Además tiene 35% de probabilidad de aturdirla durante 1 turno.,,opponent_invo,deal_damage,nerf_stun,,,,,2,0,,0,1,,100,35,,TRUE,cb686dec-6fe2-46c7-b8c2-4a3eaaac67d8
153,arcane,common,,Mystic Shelter,res://assets/sprites/card-images/mystic-shelter.png,2,0,0,El jugador gana 1 carga de Escudo Mágico durante 1 turno y roba 1 carta.,,,player_gains_magic_shield,player_draw_card,,,,,1,1,,1,0,,100,100,,TRUE,cb686dec-6fe2-46c7-b8c2-4a3eaaac67d8
154,arcane,common,,Hex of Fracture,res://assets/sprites/card-images/hex-of-fracture.png,2,0,0,Hace 3 de daño a una Invocación enemiga y la silencia durante 1 turno con 50% de probabilidad.,,opponent_invo,deal_damage,nerf_silence,,,,,3,0,,0,1,,100,50,,FALSE,cb686dec-6fe2-46c7-b8c2-4a3eaaac67d8
155,arcane,rare,,Deep Freeze,res://assets/sprites/card-images/deep-freeze.png,3,0,0,Reduce en 4 la Velocidad de una Invocación enemiga. Además tiene 40% de probabilidad de congelarla durante 1 turno.,,opponent_invo,buff_speed,nerf_frozen,,,,,-4,0,,0,1,,100,40,,FALSE,cb686dec-6fe2-46c7-b8c2-4a3eaaac67d8
156,arcane,rare,,Stunning Insight,res://assets/sprites/card-images/stunning-insight.png,3,0,0,Aturde una Invocación enemiga durante 1 turno y robás 1 carta.,,opponent_invo,nerf_stun,player_draw_card,,,,,0,1,,1,0,,100,100,,TRUE,cb686dec-6fe2-46c7-b8c2-4a3eaaac67d8
157,arcane,rare,,Silencing Burst,res://assets/sprites/card-images/silencing-burst.png,3,0,0,Silencia una Invocación enemiga durante 2 turnos y le hace 2 de daño.,,opponent_invo,nerf_silence,deal_damage,,,,,0,2,,2,0,,100,100,,FALSE,cb686dec-6fe2-46c7-b8c2-4a3eaaac67d8
158,arcane,rare,,Runic Protection,res://assets/sprites/card-images/runic-protection.png,3,0,0,Otorga 2 cargas de Escudo Mágico a una Invocación aliada durante 2 turnos y robás 1 carta.,,player_invo,buff_magic_shield,player_draw_card,,,,,2,1,,2,0,,100,100,,FALSE,cb686dec-6fe2-46c7-b8c2-4a3eaaac67d8
159,arcane,epic,,Absolute Stillness,res://assets/sprites/card-images/absolute-stillness.png,5,0,0,Congela y silencia una Invocación enemiga durante 2 turnos.,,opponent_invo,nerf_frozen,nerf_silence,,,,,0,0,,2,2,,100,100,,FALSE,cb686dec-6fe2-46c7-b8c2-4a3eaaac67d8
160,arcane,epic,,Crushing Hex,res://assets/sprites/card-images/crushing-hex.png,5,0,0,Hace 3 de daño a una Invocación enemiga y la aturde durante 1 turno. Además tiene 35% de probabilidad de hacerle 2 de daño adicionales.,,opponent_invo,deal_damage,nerf_stun,deal_damage,,,,3,0,2,0,1,0,100,100,35,FALSE,cb686dec-6fe2-46c7-b8c2-4a3eaaac67d8
161,arcane,epic,,Arcane Overflow,res://assets/sprites/card-images/arcane-overflow.png,4,0,0,Robás 3 cartas y el jugador gana 2 cargas de Escudo Mágico durante 2 turnos.,,,player_draw_card,player_gains_magic_shield,,,,,3,2,,0,2,,100,100,,TRUE,cb686dec-6fe2-46c7-b8c2-4a3eaaac67d8
162,arcane,epic,,Prismatic Lock,res://assets/sprites/card-images/prismatic-lock.png,6,0,0,"Congela una Invocación enemiga durante 1 turno. Además, tiene 65% de probabilidad de aturdirla durante 1 turno y 65% de probabilidad de silenciarla durante 1 turno.",,opponent_invo,nerf_frozen,nerf_stun,nerf_silence,,,,0,0,0,1,1,1,100,65,65,TRUE,cb686dec-6fe2-46c7-b8c2-4a3eaaac67d8
163,umbralist,common,,Shadow Frost,res://assets/sprites/card-images/shadow-frost.png,2,0,0,Congela una Invocación enemiga durante 1 turno.,,opponent_invo,nerf_frozen,,,,,,0,,,1,,,100,,,FALSE,cb686dec-6fe2-46c7-b8c2-4a3eaaac67d8
164,umbralist,common,,Quietus Mark,res://assets/sprites/card-images/quietus-mark.png,2,0,0,Silencia una Invocación enemiga durante 1 turno.,,opponent_invo,nerf_silence,,,,,,0,,,1,,,100,,,FALSE,cb686dec-6fe2-46c7-b8c2-4a3eaaac67d8
165,umbralist,common,,Nightfall Blow,res://assets/sprites/card-images/nightfall-blow.png,2,0,0,Hace 1 de daño a una Invocación enemiga. Además tiene 30% de probabilidad de aturdirla durante 1 turno.,,opponent_invo,deal_damage,nerf_stun,,,,,1,0,,0,1,,100,30,,FALSE,cb686dec-6fe2-46c7-b8c2-4a3eaaac67d8
166,umbralist,common,,Sundered Voice,res://assets/sprites/card-images/sundered-voice.png,2,0,0,Reduce en 3 el Ataque de una Invocación enemiga y la silencia durante 1 turno con 60% de probabilidad.,,opponent_invo,buff_attack,nerf_silence,,,,,-3,0,,0,1,,100,60,,FALSE,cb686dec-6fe2-46c7-b8c2-4a3eaaac67d8
167,umbralist,common,,Chilling Drag,res://assets/sprites/card-images/chilling-drag.png,2,0,0,Reduce en 3 la Velocidad de una Invocación enemiga y la congela durante 1 turno con 60% de probabilidad.,,opponent_invo,buff_speed,nerf_frozen,,,,,-3,0,,0,1,,100,60,,FALSE,cb686dec-6fe2-46c7-b8c2-4a3eaaac67d8
168,umbralist,rare,,Frozen Weakness,res://assets/sprites/card-images/frozen-weakness.png,3,0,0,Congela una Invocación enemiga durante 2 turnos y reduce en 2 su Velocidad.,,opponent_invo,nerf_frozen,buff_speed,,,,,0,-2,,2,0,,100,100,,FALSE,cb686dec-6fe2-46c7-b8c2-4a3eaaac67d8
